video_pth,split,sentence,num_frames
train/13_1025.mp4,train,هل يوجد كريم شد للبشره ؟,289
train/13_1026.mov,train,دواء التوتر يهدئ العقل,152
train/13_1028.mov,train,ممكن كريم التجاعيد ؟,161
train/13_1029.mp4,val,السمنه تسبب مشاكل بالمعده والركبه,270
train/13_1032.mp4,train,دواء الالتهاب فعال,229
train/13_1033.mp4,train,استخدم كريم المرطب يوميا,279
train/13_1036.mp4,train,عندي اعراض مزمنه,250
train/13_1037.mp4,train,استبدل شراب السعال القديم,430
train/13_1038.mp4,val,زد جرعه الدواء بحذر,212
train/13_1039.mp4,train,احتاج دواء لعلاج الحساسيه,250
train/13_1042.mp4,train,جرب مرهم الحروق السريع,230
train/13_1044.mp4,train,دواء التهاب المفاصل مفيد,370
train/13_1045.mp4,test,حبوب السكري تستخدم يوميا,261
train/13_1050.mp4,train,تحقق من صلاحيه الدواء,217
train/13_1051.mp4,train,استبدل دواء الحموضه,199
train/13_1053.mp4,train,احتاج دواء تحسين المزاج,505
train/13_1054.mp4,train,تبديل كريم البشره القديم,240
train/13_1055.mp4,train,اعطني شراب خفض الحراره,200
train/13_1056.mp4,train,دواء السعال ينظم التنفس,309
train/13_1057.mp4,train,اريد محلول لطرد البكتيريا,373
train/13_1058.mp4,train,اطلب دواء لتخفيف الالم,162
train/13_1059.mp4,train,استفسر عن دواء الفطريات,266
train/13_1061.mp4,train,اطلب قطرات لعلاج الجفاف,268
train/13_1063.mp4,train,هذا شامبو للفطريات,243
train/13_1066.mp4,train,ما هي جرعه الفايتمن المناسبه ؟,227
train/13_1068.mp4,train,ابني يعاني من اكزيما,319
train/13_1078.mp4,train,اريد الاستعلام عن وصفه,312
train/13_1080.mov,train,اطلب علاج للاكزيما,184
train/13_1081.mp4,test,دواء السكر غالي,257
train/13_1082.mp4,train,يوجد نوعين لدواء السكر,244
train/13_1088.mp4,train,لا يوجد بروتين بودره,496
train/13_1089.mp4,train,معقم الجروح اعلي الرف,275
train/13_1093.mp4,train,تاكد من توافر الدواء,217
train/13_1095.mp4,test,اشتريت معجون اسنان,244
train/13_1097.mp4,train,احصل علي دواء الانفلونزا,255
train/13_1098.mp4,train,اين اجد غسول للفم ؟,277
train/13_1099.mp4,test,ممكن صبغه بيضاء للشعر ؟,279
train/13_1100.mp4,train,خذ دواء الحمي الان,313
train/13_1101.mp4,train,كم سعر الوصفه ؟,236
train/13_1105.mp4,train,احتاج شامبو ضد القشره,259
train/13_1108.mp4,train,هذه قضيه طلاق,177
train/13_1114.mp4,train,قضيه حضانه ابناء,210
train/13_1115.mp4,train,اريد تقديم دعوي سلف ماليه,238
train/13_1117.mp4,train,القضيه بدات قبل شهر,652
train/13_1119.mp4,train,اين دليل القذف ؟,244
train/13_1124.mp4,test,ادخل علي نظام ناجز,292
train/13_1126.mp4,train,هل انتهت عده الطلاق ؟,342
train/13_1129.mp4,train,تم الطلاق مرتين,224
train/13_1135.mp4,train,الحكم بغرامه خمسين الف,250
train/13_1138.mp4,train,ما الاثبات المطلوب ؟,216
train/13_1141.mp4,train,قيمه السلف مئتين الف,272
train/13_1142.mp4,train,ما هي قيمه السلف ؟,264
train/13_1143.mp4,train,الشهود غير موجودين,180
train/13_1145.mp4,test,اين الوثائق المزوره,301
train/13_1148.mp4,train,السجين حافظ للقران,230
train/13_1149.mp4,train,الشاهد لم يدخل الجلسه,501
train/13_1153.mp4,train,اين رابط الجلسه ؟,294
train/13_1154.mp4,test,ما اسم القاضي,296
train/13_1157.mp4,train,المدعي عليه قاصر,191
train/13_1159.mp4,train,احتاج الي استشاره قانونيه,235
train/13_1160.mp4,val,تم تصوير السرقه,234
train/13_1161.mp4,train,جريمه القتل غير ثابته,302
train/13_1162.mp4,train,هذه جريمه الابتزاز,245
train/13_1169.mp4,train,كم مبلغ النفقه للابناء ؟,198
train/13_1172.mp4,train,لم توزع التركه,246
train/13_1174.mp4,train,وصايه قانونيه مسجله,177
train/13_1175.mp4,train,هذه دعوي قرض تجاري,244
train/13_1178.mp4,train,اطالب بتاجيل الجلسه,289
train/13_1179.mp4,train,انا ارمله,583
train/13_1181.mp4,val,انا مطلقه,201
train/13_1182.mp4,train,ابنتي مطلقه,342
train/13_1185.mp4,train,هل تريد نفقه للابناء ؟,213
train/13_1186.mp4,train,نفقه الابناء لا تكفي,307
train/13_1191.mp4,train,ما سبب الانفصال ؟,275
train/13_1192.mp4,train,دعوي طلب مؤخر,332
train/13_1197.mp4,train,من هو مالك الارض ؟,272
train/13_1200.mp4,train,يجب ارجاع المهر,278
train/13_1203.mp4,test,المهر كان خمسين الف,212
train/13_1204.mp4,train,المدعي عليه ينفي التهم,329
train/13_1205.mp4,train,متي تبدا العده ؟,294
train/13_1206.mp4,test,لا يوجد دليل,210
train/13_1209.mp4,train,كل الشهود متواجدون,202
train/13_1210.mp4,train,الشاهد يحلف يمينا,490
train/13_1211.mp4,train,الحكم بالسجن عامين,199
train/13_1214.mp4,train,لم يتم دفع الصداق,269
train/13_1215.mp4,train,الدعوي مرفوضه,208
train/13_1216.mp4,train,المحامي غير متواجد اليوم,256
train/13_1219.mp4,train,احتاج استشاره قانونيه,213
train/13_1220.mp4,train,اين صك الارض ؟,227
train/13_1222.mp4,train,قدم اعتراض في نظام ناجز,339
train/13_1223.mp4,train,تم حل الخلاف,191
train/13_1227.mp4,train,غرامه علي التاخير,174
train/13_1232.mp4,train,اختر الطريق المختصر,206
train/13_1240.mp4,train,عليك رسوم مخالفه مروريه,254
train/13_1243.mp4,train,انتبه لصوت الماكينه العالي,489
train/13_1244.mp4,train,سرعه الطريق 110,329
train/13_1246.mp4,train,تاكد من عمل المصابيح,242
train/13_1247.mp4,train,اطفئ السياره,197
train/13_1249.mp4,train,انتبه قبل التجاوز بالمنعطف,280
train/13_1251.mp4,train,هل بامكاني الوقوف هنا ؟,220
train/13_1252.mp4,test,عب بنزين 91,252
train/13_1253.mp4,train,سيارتي لونها ابيض,188
train/13_1254.mp4,train,طلبت توصيل من تطبيق كريم,343
train/13_1258.mp4,train,احجز تذكره القطار,192
train/13_1259.mp4,train,كم رسوم المخالفه ؟,224
train/13_1260.mp4,train,استمتع بالاجازه,188
train/13_1262.mp4,train,تاكد من رخصه القياده,254
train/13_1267.mp4,train,اطلب خدمه توصيل,188
train/13_1270.mp4,train,تواصل مع قسم النقل,584
train/13_1271.mov,train,يوجد ازدحام علي الجسر,191
train/13_1272.mp4,val,اعمل في تطبيق كريم,312
train/13_1280.mp4,train,مسافر في وقت الذروه,221
train/13_1281.mp4,train,كن بالمطار قبل ساعتين من الاقلاع,299
train/13_1282.mp4,train,ارسل رقم حجزك فورا,277
train/13_1284.mp4,train,استرجع فاتوره رحلتك,182
train/13_1286.mp4,train,استعلم عن مواعيد الحافلات,287
train/13_1287.mp4,train,قم بحجز مقعدك اونلاين,296
train/13_1288.mp4,train,اختر خط سير مناسب,337
train/13_1291.mp4,test,هل استلمت بطاقه الصعود ؟,240
train/13_1293.mov,train,ارفع تقييم السائق,147
train/13_1298.mp4,test,استمتع برحله هادئه ومريحه,168
train/13_1299.mp4,train,ما رايك بخدمه النقل الجديده ؟,147
train/13_1301.mp4,train,المشوار الي تبوك بعيد,142
train/13_1306.mp4,train,احجز مقعدك في الحافله,121
train/13_1308.mp4,test,تاكد من رقم بوابه الرحله,161
train/13_1309.mp4,train,استخدم تطبيق توصيل الطعام,210
train/13_1311.mp4,train,اعمل صيانه للمركبه,114
train/13_1312.mp4,train,سجل بيانات الرحله,151
train/13_1313.mp4,train,تابع حاله المركبه عن بعد,132
train/13_1317.mp4,train,اطلب استرداد اموال الرحله,122
train/13_1318.mp4,train,اين صاله رجال الاعمال ؟,129
train/13_1319.mp4,train,استماره السياره منتهيه,156
train/13_1321.mp4,train,هل هناك خصومات لليوم الوطني ؟,387
train/13_1329.mp4,train,نستمع الي دعاء السفر,126
train/13_1330.mp4,train,موقف السياره مخالف,135
train/13_1333.mp4,test,موعد الانطلاق تاخر,193
train/13_1335.mp4,train,شغل لمبات السياره,149
train/13_1337.mp4,train,اطفيء لمبات السياره,126
train/13_1338.mp4,train,اين موقف السياره ؟,117
train/13_1341.mp4,train,افتح باب الكراج,165
train/13_1343.mp4,train,كم دقيقه حتي نصل ؟,131
train/13_1348.mp4,train,اغلق صمام الغاز,144
train/13_1349.mp4,train,اهرب عبر الباب الخلفي,144
train/13_1350.mp4,train,اطلب مساعده من الجيران,113
train/13_1352.mp4,train,ابحث عن مخرج امن,215
train/13_1359.mp4,train,هل الكل متواجد في منطقه التجمع ؟,186
train/13_1362.mp4,train,اطلب مساعده انقاذ عاجل,305
train/13_1366.mp4,train,ما سبب صوت صفارات الانذار ؟,189
train/13_1370.mp4,train,اخرج من المنطقه بسرعه,124
train/13_1374.mp4,train,يوجد شخص لديه سلاح,153
train/13_1377.mp4,train,هناك زلزال,156
train/13_1381.mp4,train,سجل الحادث بصوره رسميه,163
train/13_1382.mov,train,ابي فقد الوعي بالمرحاض,156
train/13_1384.mp4,train,وصلت طياره الهلكوبتر,116
train/13_1385.mp4,train,فعل اشعارات التحذير,173
train/13_1387.mp4,train,اتصل بامن الطرق,142
train/13_1388.mp4,train,الطفل لا يتنفس,140
train/13_1392.mp4,train,يوجد شخص مشبوه,334
train/13_1395.mp4,train,تحذير امطار غزيره متوقعه,157
train/13_1396.mp4,train,انتبه لارتفاع مستوي المياه,151
train/13_1397.mp4,train,تجنب السير في الشارع,161
train/13_1401.mp4,train,سقط من اعلي طابق,142
train/13_1405.mp4,train,تحقق من ضغط الاطارات,235
train/13_1406.mp4,test,طفايه حريق في المطبخ,155
train/13_1407.mp4,test,البيت يحترق,113
train/13_1409.mp4,train,توجد خطه اخلاء,224
train/13_1410.mp4,train,اقفل النوافذ,138
train/13_1413.mp4,train,توجد حاله وفاه امراه,137
train/13_1415.mp4,train,الرجل ينزف بكثره,138
train/13_1416.mp4,train,المريض فقد الوعي,138
train/13_1421.mp4,val,سياره الاطفاء قادمه,144
train/13_1423.mp4,test,يوجد فيضان,163
train/13_1424.mp4,train,يوجد التماس كهربائي,121
train/13_1425.mp4,train,جدتي مريضه,126
train/13_1428.mov,train,نسيت هاتفي وكوبي بالبيت,198
train/13_1435.mp4,train,هل تتحدث لغه اخري ؟,141
train/13_1438.mp4,train,ملابسك نظيفه,103
train/13_1443.mp4,train,اركب الدراجه الي العمل,141
train/13_1445.mp4,train,اريد شراء ملابس العيد,139
train/13_1447.mp4,train,انتهيت من الواجب اليوم,260
train/13_1449.mp4,train,اساعد اخي في خطه الدارسه,162
train/13_1450.mp4,train,انتظر وصول الحافله,121
train/13_1453.mp4,train,كم اخ واخت عندك ؟,214
train/13_1455.mp4,train,ارسلت لك بريدا الكترونيا,193
train/13_1456.mp4,train,استمع لموسيقي هادئه,137
train/13_1457.mp4,train,الجو بارد اليوم,129
train/13_1459.mp4,train,ازور صديقي في العمل,176
train/13_1461.mp4,train,لقاؤنا في مقهي الفندق,147
train/13_1464.mov,train,اقابل صديقي في المقهي,124
train/13_1466.mp4,train,اشرب ماء بارد من الثلاجه,158
train/13_1467.mp4,train,استيقظ مبكر كل يوم,144
train/13_1469.mp4,train,ما هي هواياتك ؟,210
train/13_1474.mp4,train,هل انت حافظ القران ؟,147
train/13_1475.mp4,train,اختي تحب الرسم,273
train/13_1479.mp4,train,متي موعد مباراه كره القدم ؟,157
train/13_1481.mp4,train,اعطي ابي الفاكهه,151
train/13_1482.mp4,val,بيتزا خضراء,135
train/13_1484.mp4,train,الدمام مدينه هادئه,143
train/13_1489.mp4,train,المباراه كانت ممتعه,117
train/13_1492.mp4,train,هل تحب الرسم ؟,121
train/13_1495.mp4,train,مبارك عليك شهر رمضان,148
train/13_1497.mp4,test,الاكتئاب من اسباب التدخين,202
train/13_1498.mp4,val,الصيام سهل,122
train/13_1499.mp4,train,احدث صديقتي كل يوم,167
train/14_0020.mov,train,متي يغلق الفرع ؟,182
train/14_0278.mov,train,سبب الخلع الضرب,259
train/14_0360.mov,train,لدي الم في اللثه,379
train/14_0501.mov,train,ممنوع التاخير,111
train/14_0503.mov,train,هذا مكتب المدير,151
train/14_0506.mov,train,اين قاعه الامتحانات ؟,144
train/14_0507.mov,test,مكتبه المدرسه صغيره,135
train/14_0514.mov,train,الاختبار كان صعب,177
train/14_0517.mov,train,شرح المعلم غير واضح,173
train/14_0518.mov,test,اين تقام المحاضرات ؟,134
train/14_0520.mov,train,لماذا تاخرت اليوم ؟,142
train/14_0523.mov,train,اريد تحسين مستواي في الفيزياء,285
train/14_0528.mov,train,استلام النتائج غدا,150
train/14_0531.mov,train,ممكن استعير قلمك ؟,145
train/14_0533.mov,train,هل هذا الدرس مطلوب ؟,177
train/14_0534.mov,val,متي حفل التخرج ؟,206
train/14_0536.mov,train,متي موعد الاختبار القادم ؟,208
train/14_0537.mov,train,الاختبار القادم يوم ثلاثاء,208
train/14_0538.mov,train,كيف جدولك هذا الاسبوع ؟,230
train/14_0539.mov,train,ما هي شروط التخرج ؟,160
train/14_0540.mov,train,انتهي الدرس,118
train/14_0541.mov,train,الشرح سهل ومفهوم,166
train/14_0543.mov,train,هل لدي احد سؤال ؟,416
train/14_0544.mov,train,نسيت اسم المستخدم,198
train/14_0547.mov,val,كيف كانت المحاضره ؟,154
train/14_0550.mov,train,الطالب غائب,112
train/14_0551.mov,test,اين دفتر الملاحظات ؟,157
train/14_0552.mov,train,احتاج تسجيل الفيديو للدرس,177
train/14_0556.mov,test,الغي الامتحان,117
train/14_0558.mov,train,عندي ثلاث محاضرات يوم الاحد,212
train/14_0560.mov,train,حصلت علي درجه تحت المعدل,264
train/14_0561.mov,train,مشروع الماده سهل,163
train/14_0562.mov,train,ممنوع استخدام الهاتف,154
train/14_0563.mov,train,تخصصي رياضيات,147
train/14_0565.mov,train,اين يقع الفصل ؟,98
train/14_0569.mov,train,اين مكتب الشؤون الطلابيه ؟,174
train/14_0570.mov,train,كم عدد الحصص اليوم ؟,276
train/14_0572.mov,test,كم عدد صفحات التقرير ؟,208
train/14_0575.mov,train,الاختبار كان متوسط الصعوبه,291
train/14_0576.mov,train,انا طالب علوم دينيه,225
train/14_0578.mov,test,شرح المعلم سريع,163
train/14_0585.mov,train,لدي واجب الان,151
train/14_0586.mov,train,حل الواجب غير كامل,272
train/14_0587.mov,train,احب حصه التاريخ,189
train/14_0590.mov,train,كليه التجاره في المبني الرئيسي,207
train/14_0591.mov,train,لا يوجد مكتب للطلاب,168
train/14_0594.mov,train,هل هذا البحث اختياري ؟,223
train/14_0595.mov,train,ما هو المنهج القديم ؟,198
train/14_0597.mov,train,متي موعد الامتحان العملي ؟,244
train/14_0606.mov,train,ما اسم كليتك ؟,211
train/14_0607.mov,train,لا يوجد واجب هذا الاسبوع,241
train/14_0608.mov,train,كيف كان الدرس ؟,119
train/14_0610.mov,train,انت افضل معلم,145
train/14_0611.mov,train,الطالب مجتهد,137
train/14_0613.mov,train,احتاج اسجل للامتحان,142
train/14_0614.mov,train,هل هذا المشروع جماعي ؟,152
train/14_0615.mov,train,المحاضره تبدا بعد ساعتين,171
train/14_0621.mov,train,حصلت علي درجه عاليه,152
train/14_0624.mov,test,الضغط منخفض,117
train/14_0626.mov,train,اشعر بالجوع,290
train/14_0627.mov,train,متي جراحه الكتف ؟,188
train/14_0628.mov,train,المستشفي مزدحم,155
train/14_0629.mov,train,اشعر بالغثيان,228
train/14_0630.mov,train,اشعر بالقلق,262
train/14_0631.mov,train,ذاكرتي جيده,186
train/14_0632.mov,train,هل تشعر بتحسن ؟,159
train/14_0635.mov,train,اين غرفه الطبيب ؟,169
train/14_0638.mov,train,يرجي الانتظار هنا,295
train/14_0643.mov,train,متي بدا الالم ؟,170
train/14_0645.mov,train,هل تشعر بالضعف ؟,116
train/14_0646.mov,train,اشعر بالم خفيف,154
train/14_0648.mov,train,اين غرفه الطوارئ ؟,129
train/14_0653.mov,train,نبض القلب طبيعي,146
train/14_0656.mov,train,لديك التهاب رئوي,156
train/14_0658.mov,train,لدي حراره منخفضه,194
train/14_0660.mov,train,المريض يحتاج مساعده,169
train/14_0662.mov,train,لدي نزيف في الانف,246
train/14_0665.mov,val,لدي حراره في الجسم,123
train/14_0666.mov,train,اعاني من الصداع,136
train/14_0668.mov,train,اشعر بالحكه في الجلد,276
train/14_0669.mov,train,لدي الم في الركبه,197
train/14_0671.mov,test,لدي تورم في الوجه,169
train/14_0673.mov,train,اين الطبيب ؟,98
train/14_0674.mov,train,اين المريض بالقلب ؟,165
train/14_0678.mov,test,تناول الدواء,273
train/14_0681.mov,train,المختبر فارغ,110
train/14_0682.mov,train,اشعر بالعطش,138
train/14_0685.mov,train,المستشفي نظيف,157
train/14_0689.mov,train,اين غرفه العنايه ؟,140
train/14_0690.mov,train,ما هي التعليمات ؟,168
train/14_0692.mov,train,ما هو وزن الجنين ؟,208
train/14_0695.mov,test,احتاج وصفه طبيه,227
train/14_0697.mov,train,اين غرفه الولاده ؟,126
train/14_0701.mov,train,هل تشعر بالصداع ؟,151
train/14_0702.mov,train,اشعر بالم في الحلق,163
train/14_0705.mov,train,هل هذا طبيعي ؟,110
train/14_0707.mov,train,كم تكلفه الجراحه ؟,146
train/14_0708.mov,train,اين عياده العظام ؟,140
train/14_0709.mov,train,نبض الجنين ضعيف,175
train/14_0712.mov,train,لديك التهاب في الحلق,273
train/14_0713.mov,train,ساخضع لعلاج غدا,162
train/14_0715.mov,train,الالم مستمر,126
train/14_0716.mov,train,المريض يحتاج راحه,226
train/14_0721.mov,test,لدي بروده في اليدين,173
train/14_0722.mov,train,اعاني من الدوخه,142
train/14_0728.mov,train,اللوز سليمه,164
train/14_0729.mov,train,اين الصيدلي ؟,94
train/14_0743.mov,train,ذاكرتي قويه,129
train/14_0744.mov,train,هل تشعر بالرعشه ؟,107
train/14_0745.mov,train,اين مكتب الشحن ؟,198
train/14_0747.mov,train,اريد تاجيل رحلتي,166
train/14_0748.mov,train,افتح شنطتك للتفتيش يدويا,139
train/14_0749.mov,val,ضاع حزام الامتعه,164
train/14_0750.mov,train,اريد جواز ولدي,203
train/14_0752.mov,train,اربط حقيبتك جيدا,173
train/14_0755.mov,train,المضيفه تحتاج مساعده,169
train/14_0757.mov,train,الرحله ستلغي اليوم,180
train/14_0765.mov,train,رقم البوابه خمسه عشر,138
train/14_0766.mov,train,هي قائده الطياره,147
train/14_0767.mov,train,وزن الشنطه مقبول,155
train/14_0770.mov,train,اريد تذكره الي جده,180
train/14_0772.mov,train,اريد تحديث التذكره,142
train/14_0775.mov,train,اريد مقعد في المؤخره,181
train/14_0777.mov,train,تشغيل وضع الطيران,220
train/14_0781.mov,train,انتبه لشنطتك,111
train/14_0782.mov,train,اين حافله النقل ؟,165
train/14_0783.mov,train,اين صاله الدرجه الاولي ؟,216
train/14_0784.mov,train,رحلتي السادسه صباحا,287
train/14_0787.mov,train,هذه الحقيبه خفيفه,130
train/14_0789.mov,train,اخلع سترتك,115
train/14_0796.mov,train,ممنوع حمل السوائل,304
train/14_0801.mov,train,لا استطيع تاجيل الرحله,191
train/14_0802.mov,train,انتهيت من الجمارك,243
train/14_0803.mov,train,يوجد عطل فني,160
train/14_0805.mov,test,اريد مقعدا في المقدمه,167
train/14_0807.mov,train,اريد بطاقه صعود,210
train/14_0808.mov,test,ضاعت تذكره العوده,179
train/14_0809.mov,train,اين عربه الامتعه ؟,272
train/14_0811.mov,train,ارغب بشيك ان,206
train/14_0813.mov,train,المضيف يطلب حضورك,177
train/14_0814.mov,train,اين مكتب الضيافه ؟,154
train/14_0817.mov,train,كم بقي علي الاقلاع ؟,381
train/14_0818.mov,train,لدي امتعه هشه,349
train/14_0819.mov,train,هل هذه شنطتك ؟,213
train/14_0821.mov,train,رقم الحجز 456,255
train/14_0822.mov,train,ما الوزن الاجمالي للحقائب,313
train/14_0824.mov,train,اغلق الشاشه الان,196
train/14_0826.mov,train,الرحله لن تتاخر,188
train/14_0831.mov,train,رحلتي عبر الرياض,197
train/14_0833.mov,train,عندي امتعه مؤمنه,267
train/14_0834.mov,train,اين استلم حقيبتي ؟,201
train/14_0838.mov,train,كم رسوم التاجيل ؟,272
train/14_0839.mov,train,الباص متوقف خارجا,240
train/14_0842.mov,train,ضع الامتعه فوق,137
train/14_0843.mov,train,ممنوع التصوير هنا,254
train/14_0847.mov,train,لا يوجد تاخير,103
train/14_0856.mov,train,اين عربه الاطفال ؟,154
train/14_0857.mov,train,اين غرف الانتظار ؟,111
train/14_0860.mov,train,استلام الحقائب توقف,228
train/14_0862.mov,train,اين مكان الشحن ؟,205
train/14_0864.mov,train,ساصعد الطياره,118
train/14_0865.mov,train,كم سعه الامتعه ؟,177
train/14_0866.mov,test,هذا مقعد اضافي,136
train/14_0867.mov,train,افتح حساب جاري,159
train/14_0870.mov,train,اطلب قرض سكني,173
train/14_0871.mov,train,ارغب بتمويل مشروع,155
train/14_0872.mov,train,حولت الفلوس امس,146
train/14_0875.mov,train,سدد فاتوره الكهرباء,286
train/14_0878.mov,train,هل غيرت الرقم السري ؟,283
train/14_0886.mov,train,رقم الايبان ناقص,178
train/14_0891.mov,train,استفسر عن رسوم التحويل,266
train/14_0892.mov,train,ارغب ببطاقه مسبقه الدفع,245
train/14_0893.mov,train,جدد بطاقتي البنكيه,159
train/14_0894.mov,train,ارغب بمعرفه تفاصيل الاستثمار,257
train/14_0896.mov,train,اطبع كشف حساب,254
train/14_0897.mov,train,افتح حساب طالب اونلاين,261
train/14_0900.mov,train,اضف مستفيد جديد,149
train/14_0905.mov,train,اسحب خمس مئه ريال,200
train/14_0906.mov,train,اود تحويل مبلغ مالي,305
train/14_0907.mov,train,اريد الاستعلام عن الفوائد,126
train/14_0908.mov,train,ارغب بتقسيط القرض,144
train/14_0911.mov,val,تحقق من بطاقه الائتمان,321
train/14_0912.mov,train,اطلب تجميد البطاقه,163
train/14_0913.mov,train,ارغب بتفعيل البطاقه,155
train/14_0916.mov,train,افتح حساب مصرفي,135
train/14_0920.mov,train,اطلب استشاره مصرفيه,220
train/14_0922.mov,train,التسديد خلال ثلاث سنوات,207
train/14_0923.mov,train,حدد موعد مع البنك,156
train/14_0925.mov,test,اود الاستعلام عن تحويلات سابقه,183
train/14_0928.mov,train,ارغب بتحديث عنوان البريد,222
train/14_0930.mov,train,ارغب بتغيير الفرع,126
train/14_0931.mov,train,اطلب خدمه مصرفيه,141
train/14_0939.mov,train,ارغب برصد معاملات,472
train/14_0940.mov,train,استعلم لي عن المعامله,177
train/14_0941.mov,train,اود الاستعلام عن بطاقات جديده,164
train/14_0951.mov,train,اود الاستعلام عن رسوم السحب,200
train/14_0953.mov,train,استفسر عن رسوم بطاقه السفر,221
train/14_0954.mov,train,ارغب بتخفيض رسوم,209
train/14_0958.mov,train,ارغب بتغيير اسم الحساب,212
train/14_0959.mov,train,ما هو اسم الفرع ؟,130
train/14_0962.mov,test,عدل بيانات الحساب,208
train/14_0966.mov,test,ارفع لي طلب دفع قسط,229
train/14_0967.mov,train,ارغب بسداد قسط,148
train/14_0968.mov,train,اود الاستعلام عن القسط,288
train/14_0970.mov,train,جهاز السحب لا يعمل,282
train/14_0972.mov,train,ارغب بمراجعه القرض,231
train/14_0976.mov,train,اود طلب قرض تمويلي,236
train/14_0979.mov,train,احتاج استشاره تمويليه,221
train/14_0980.mov,train,اريد بيع الاسهم,146
train/14_0981.mov,train,كم سعر الاسهم ؟,161
train/14_0983.mov,train,هو مدير البنك,212
train/14_0986.mov,train,اريد ايداع الف ريال,292
train/14_0988.mov,train,احتاج الي وصفه جديده,166
train/14_0989.mov,test,اقرا ورقه ارشادات الدواء,332
train/14_0991.mov,train,دواء الحساسيه جيد,139
train/14_0993.mov,val,التامين الطبي يغطي تكلفه الدواء,285
train/14_0996.mov,train,الدواء يسبب النعاس,174
train/14_1000.mov,train,كريم حب الشباب فعال,252
train/14_1002.mov,train,استخدم كريم ترطيب البشره,226
train/14_1006.mov,train,الدواء غير مناسب للاطفال,200
train/14_1012.mov,train,اسال الصيدلي عن دواء المغص,264
train/14_1016.mov,val,تجديد الوصفه من الصيدليه,213
train/14_1019.mov,train,جرب بخاخ نمو الشعر,256
train/14_1020.mov,test,حليب الاطفال سعره ثابت,299
train/14_1022.mov,train,اطلب فيتامين اساسي للنساء,345
train/14_1025.mov,train,هل يوجد كريم شد للبشره ؟,261
train/14_1026.mov,train,دواء التوتر يهدئ العقل,343
train/14_1028.mov,train,ممكن كريم التجاعيد ؟,325
train/14_1029.mov,train,السمنه تسبب مشاكل بالمعده والركبه,287
train/14_1032.mov,train,دواء الالتهاب فعال,203
train/14_1033.mov,train,استخدم كريم المرطب يوميا,307
train/14_1036.mov,train,عندي اعراض مزمنه,210
train/14_1037.mov,train,استبدل شراب السعال القديم,280
train/14_1038.mov,train,زد جرعه الدواء بحذر,200
train/14_1039.mov,train,احتاج دواء لعلاج الحساسيه,216
train/14_1042.mov,train,جرب مرهم الحروق السريع,214
train/14_1044.mov,train,دواء التهاب المفاصل مفيد,343
train/14_1045.mov,test,حبوب السكري تستخدم يوميا,204
train/14_1050.mov,train,تحقق من صلاحيه الدواء,213
train/14_1051.mov,train,استبدل دواء الحموضه,180
train/14_1053.mov,train,احتاج دواء تحسين المزاج,330
train/14_1054.mov,test,تبديل كريم البشره القديم,235
train/14_1055.mov,train,اعطني شراب خفض الحراره,205
train/14_1056.mov,train,دواء السعال ينظم التنفس,343
train/14_1057.mov,train,اريد محلول لطرد البكتيريا,369
train/14_1058.mov,train,اطلب دواء لتخفيف الالم,216
train/14_1059.mov,train,استفسر عن دواء الفطريات,252
train/14_1061.mov,train,اطلب قطرات لعلاج الجفاف,253
train/14_1063.mov,train,هذا شامبو للفطريات,311
train/14_1066.mov,train,ما هي جرعه الفايتمن المناسبه ؟,207
train/14_1068.mov,train,ابني يعاني من اكزيما,377
train/14_1078.mov,train,اريد الاستعلام عن وصفه,292
train/14_1080.mov,train,اطلب علاج للاكزيما,302
train/14_1081.mov,train,دواء السكر غالي,296
train/14_1082.mov,train,يوجد نوعين لدواء السكر,220
train/14_1088.mov,train,لا يوجد بروتين بودره,271
train/14_1089.mov,train,معقم الجروح اعلي الرف,247
train/14_1093.mov,train,تاكد من توافر الدواء,224
train/14_1095.mov,val,اشتريت معجون اسنان,253
train/14_1097.mov,train,احصل علي دواء الانفلونزا,267
train/14_1098.mov,train,اين اجد غسول للفم ؟,286
train/14_1099.mov,train,ممكن صبغه بيضاء للشعر ؟,322
train/14_1100.mov,train,خذ دواء الحمي الان,309
train/14_1101.mov,train,كم سعر الوصفه ؟,240
train/14_1105.mov,train,احتاج شامبو ضد القشره,293
train/14_1108.mov,train,هذه قضيه طلاق,195
train/14_1114.mov,train,قضيه حضانه ابناء,217
train/14_1115.mov,test,اريد تقديم دعوي سلف ماليه,266
train/14_1117.mov,train,القضيه بدات قبل شهر,323
train/14_1119.mov,train,اين دليل القذف ؟,224
train/14_1124.mov,train,ادخل علي نظام ناجز,247
train/14_1126.mov,train,هل انتهت عده الطلاق ؟,326
train/14_1129.mov,test,تم الطلاق مرتين,205
train/14_1135.mov,train,الحكم بغرامه خمسين الف,233
train/14_1138.mov,train,ما الاثبات المطلوب ؟,192
train/14_1141.mov,train,قيمه السلف مئتين الف,281
train/14_1142.mov,train,ما هي قيمه السلف ؟,200
train/14_1143.mov,train,الشهود غير موجودين,126
train/14_1145.mov,val,اين الوثائق المزوره,427
train/14_1148.mov,train,السجين حافظ للقران,215
train/14_1149.mov,train,الشاهد لم يدخل الجلسه,410
train/14_1153.mov,train,اين رابط الجلسه ؟,334
train/14_1154.mov,train,ما اسم القاضي,315
train/14_1157.mov,val,المدعي عليه قاصر,255
train/14_1159.mov,train,احتاج الي استشاره قانونيه,257
